link_type,linked,text
0,1,That wasn't best for me and I knew it in the very beginning. [SEP] That's quite different than taking a position where you know it's best for you
0,1,You also have investments outside the United States. [SEP] Look at your pension
1,1,"it's estimated that by repealing Obamacare, you're looking at 50 million people losing health insurance. [SEP] there's no indication that that somehow is going to help somebody who's got a pre-existing condition be able to finally buy insurance"
0,1,The member of a labor union must have his rights strengthened and broadened. [SEP] We should never forget that a government big enough to give us everything we want is a government big enough to take from us everything we have
2,0,We've got the most expensive health care system in the world.. [SEP] I was the leader of the underground of the American pilots who were shot down in prison in North Vietnam
2,0,we want to trade with them. [SEP] That's not smart
0,1,he's supposed to be in charge of the facts. [SEP] he's called that
0,1,"if there's a better plan offered somewhere else, we would be able to purchase that. [SEP] he also wants to erase those artificial lines between states"
1,1,I believe in a balanced budget and have supported that concept during my fourteen years in the Congress. [SEP] I believe that the high interest-rate policy that this Administration has followed has added about three billion dollars a year to interest on the debt - merely funding the debt - which is a burden an the taxpayers
0,1,"it is sort of amusing to hear somebody who hasn’t paid federal income taxes in maybe 20 years talking about what he’s going to do. [SEP] His plan will give the wealthy and corporations the biggest tax cuts they’ve ever had, more than the Bush tax cuts by at least a factor of two"
0,1,we had adequate warning that there was a threat to our embassy. [SEP] there was a second phase in the Iranian affair in which we had something to do with that
2,0,"there's less than 1 percent difference between my budget and the Republican budget on defens. [SEP] in those respects, we're not strong"
2,0,That's the plan for victory. [SEP] the rescue plan has got to include that massive oversight that Americans are expecting and deserving
2,0,That is one of the major challenges and major undertakings that I will assume as the next president. [SEP] we can still have a balanced budget which I will submit to the Congress in January of 1978
2,0,This is ridiculous and it ought to be changed. [SEP] Why take it in the first place if you're going to give it back?
0,1,"It was asked how, if we would squeeze down so fast that we would strangle the economy in the process. [SEP] That is an art, to follow all those variables and know when to let up and to nurse this economy back together with pulls and pushes"
1,1,that's why people are so concerned. [SEP] I've never seen a presidential campaign where the presidential nominee runs against my vice presidential nominee
2,0,it is up. [SEP] Then Iran keeps their greatest ally in the region
0,1,it creates hundreds of thousands of jobs. [SEP] Nuclear power
2,0,judges interpret the Constitution. [SEP] I do believe in pluralism.
0,1,"Maybe you put off buying a new car. [SEP] If less money is coming in, you end up making cuts"
0,1,you have to develop consensus or you can't get anything done. [SEP] We can't get anything done
2,0,there's no way we can know whether any of that is true. [SEP] we can achieve great things
0,1,I started doing these formats a year ago in New Hampshire and I found that we had huge crowds. [SEP] I believe so strongly in the question you asked that I suggested this format tonight
0,1,to stop the deterioration of our job base. [SEP] There's only one way out of this
0,1,They tried it with Franklin Roosevelt and Harry Truman and John Kennedy. [SEP] this is something Republicans have used for a long time
